player name,sf,min,pts,%_2pt,%_3pt,%_1pt,dr_rebounds,or_rebounds,tr_rebounds,pf_fouls,fa_fouls,st,to,as,bkf_blocks,bka_blocks,val,+/-,m_2pt,a_2pt,m_3pt,a_3pt,m_1pt,a_1pt,opponent,loc,round,game_idx,coach
Niv Misgav,*,34,8,67,50,50,3,0,3,3,4,2,2,7,0,0,16,-6,2,3,1,2,1,2,Hapoel_Galil_Elion,A,3,2,Guy Goodess
Yiftach Ziv,,23,12,33,33,100,2,1,3,4,3,2,3,2,1,0,10,7,1,3,2,6,4,4,Hapoel_Galil_Elion,A,3,2,Guy Goodess
Total,,200,70,54,36,76,23,6,29,19,18,7,14,16,3,1,76,0,15,28,9,25,13,17,Hapoel_Galil_Elion,A,3,2,Guy Goodess
Team,,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Ness_Ziona,H,6,5,Guy Goodess
Elijah Mitrou-Long,*,23,8,50,0,0,4,0,4,1,1,1,1,3,0,1,8,-3,4,8,0,2,0,0,Ness_Ziona,H,6,5,Guy Goodess
Marcus Bingham Jr.,*,30,20,55,67,100,5,0,5,5,4,1,1,1,1,0,20,9,6,11,2,3,2,2,Ness_Ziona,H,6,5,Guy Goodess
Jalen Adams,,29,13,33,43,100,3,0,3,0,1,0,3,2,0,0,10,3,1,3,3,7,2,2,Ness_Ziona,H,6,5,Guy Goodess
Michale Kyser,*,21,6,50,0,0,4,3,7,2,0,1,1,0,0,0,8,-2,3,6,0,0,0,0,Ness_Ziona,H,6,5,Guy Goodess
Idan Zalmanson,,11,9,50,0,100,2,0,2,0,3,0,0,2,1,1,12,8,4,8,0,0,1,1,Ness_Ziona,H,6,5,Guy Goodess
Netanel Artzi,*,25,9,100,25,0,3,0,3,1,3,1,0,2,1,0,15,-2,3,3,1,4,0,0,Ness_Ziona,H,6,5,Guy Goodess
Niv Misgav,,29,12,50,100,80,4,1,5,3,4,0,4,6,0,0,18,4,1,2,2,2,4,5,Ness_Ziona,H,6,5,Guy Goodess
Yiftach Ziv,*,32,14,50,60,50,1,0,1,2,1,2,1,3,1,0,14,13,2,4,3,5,1,2,Ness_Ziona,H,6,5,Guy Goodess
Total,,200,91,53,48,83,27,7,34,14,17,6,11,19,4,2,109,0,24,45,11,23,10,12,Ness_Ziona,H,6,5,Guy Goodess
Team,,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Maccabi_Ramat_Gan,A,11,11,Guy Goodess
Elijah Mitrou-Long,*,28,25,50,80,78,4,0,4,3,7,1,2,2,0,0,28,-2,3,6,4,5,7,9,Maccabi_Ramat_Gan,A,11,11,Guy Goodess
Brendan Adams,*,28,4,100,0,0,4,2,6,2,2,0,0,5,0,0,10,0,2,2,0,5,0,0,Maccabi_Ramat_Gan,A,11,11,Guy Goodess
Mike Davis Jr.,,32,21,75,50,75,1,0,1,2,4,6,1,4,0,0,27,3,3,4,4,8,3,4,Maccabi_Ramat_Gan,A,11,11,Guy Goodess
Yotam Hanochi,,6,2,33,0,0,0,0,0,3,2,0,0,0,0,0,-4,-3,1,3,0,3,0,0,Maccabi_Ramat_Gan,A,11,11,Guy Goodess
Michale Kyser,*,12,4,0,0,100,0,1,1,4,2,1,3,1,0,0,0,4,0,2,0,0,4,4,Maccabi_Ramat_Gan,A,11,11,Guy Goodess
Dakarai Tucker,*,26,4,50,0,0,4,1,5,1,0,0,1,1,0,0,3,-10,2,4,0,3,0,0,Maccabi_Ramat_Gan,A,11,11,Guy Goodess
Idan Zalmanson,,22,13,62,100,0,1,1,2,4,1,0,1,3,0,0,11,-1,5,8,1,1,0,0,Maccabi_Ramat_Gan,A,11,11,Guy Goodess
Netanel Artzi,*,29,7,75,0,50,3,0,3,3,1,3,1,2,0,0,8,-1,3,4,0,2,1,2,Maccabi_Ramat_Gan,A,11,11,Guy Goodess
Yiftach Ziv,,17,8,0,33,83,3,1,4,4,4,1,1,2,0,0,8,0,0,3,1,3,5,6,Maccabi_Ramat_Gan,A,11,11,Guy Goodess
Total,,200,88,53,33,80,23,8,31,26,23,12,10,20,0,0,96,0,19,36,10,30,20,25,Maccabi_Ramat_Gan,A,11,11,Guy Goodess
Team,,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Hapoel_Afula,H,9,8,Guy Goodess
Elijah Mitrou-Long,*,26,14,80,50,0,5,1,6,3,0,1,2,4,0,0,17,8,4,5,2,4,0,0,Hapoel_Afula,H,9,8,Guy Goodess
